模型,MAE,MSE,RMSE,R2,MAPE%
随机森林(传统ML),2.9447962675473813,59.63970329740587,7.722674620713077,0.8519080252732498,31.358390957045884
MLP神经网络,4.040037531133512,124.74245321118869,11.168816106069107,0.6902507020166934,37.8022095208072
