k,inertia,silhouette
2,269.6910121927639,0.3212707813918878
3,157.70400815035947,0.46658474419000145
4,108.92131661364357,0.4939069237513199
5,65.56840815571682,0.5546571631111091
6,55.057348270386,0.5398800926790663
7,44.86475569922556,0.5281492781108291
8,37.22818767758588,0.4552147906587443
9,32.39226763033116,0.4570853966942764
10,29.981897788243693,0.4431713026508046
